time_ms,ax,ay,az,gx,gy,gz
0,-0.8406724250420999,0.6450544316033452,0.695003457254427,-1.2768184239218598,-0.7187705693783539,-1.1286815584977308
10,-0.8191313467059413,0.6684044434104317,0.7174660683279752,1.0637832992732388,1.2477875865834294,1.4302611547061368
20,-0.8319906360462053,0.6528815455822109,0.7092252935265536,-1.2929050970603306,-0.6873712096766754,-0.8591206581062156
30,-0.7908022469791939,0.6920799127018906,0.7490188848338506,0.16750851741907585,1.074493209731993,0.19320729985586554
40,-0.8087920323182716,0.6768290939834638,0.7286576692661777,-0.09814310201752954,0.4881850488366843,-0.3208178743878605
50,-0.8130688619091332,0.6740722167839343,0.7235529736712611,-3.21426949988685,-3.1955578732992715,-3.490738761960875
60,-0.8146473007175041,0.6689175808653177,0.7218497656613189,-3.0000899741089393,-3.083293319544726,-3.3708368475508306
70,-0.8050534853531705,0.6797424768486648,0.7334096165552769,1.4500523084936008,1.9174207671556296,1.2667961648991597
80,-0.8247052749566003,0.6610593382231355,0.7172980141867824,-2.1048769166482515,-0.9651241282167438,-2.0186880748638747
90,-0.8206640424150137,0.663683764389288,0.7242557465151779,-1.5430400534522946,-1.243988195937391,-0.9463639794359636
100,-0.8066844909977776,0.6774041953104308,0.7317274206928867,-0.22474631079089946,-0.4133801542311255,-0.07747811453848907
110,-0.8250752029448003,0.6609143945852526,0.7137923635249177,1.366256030179282,2.1028833823239603,1.1642432199860924
120,-0.8242733628941843,0.6614619932069792,0.7153233458376518,-2.869854237449401,-1.3782593512162853,-2.676566874829591
130,-0.8148484208221808,0.667462337147361,0.7234879220135279,-1.8229696755222449,-0.6972111048666895,-1.1267379902329255
140,-0.8254488934144059,0.6550510079432313,0.7151945254879554,-0.5828710863039683,-0.09318390068588726,-0.054941349216028106
150,-0.8174608320243921,0.6679740734178398,0.7225140757233892,-3.128829915295144,-2.3395391149177955,-2.340011144686266
160,-0.8443536751074247,0.641328590086888,0.694494821436909,-0.4882701256115627,0.42349023189363233,-0.26004387330194056
170,-0.8323963587516727,0.6537770943015511,0.7063118577783496,-0.9426574526637069,-0.652031128009328,-1.3065273417829018
180,-0.8024538037719705,0.6810933556719653,0.7362410979898654,0.19804697357821321,0.7435265557952666,-0.36513328977330106
190,-0.839507773326381,0.644841118838248,0.7022973661667516,-0.7971401348713604,-0.19408358527041092,-1.3170027781787539
200,-0.8068017824299667,0.6797485795844467,0.7429779864553601,-0.58098607962282,0.21654349908327056,-0.33294233121603733
210,-0.8513362026282086,0.6380650834886008,0.707987276433717,1.0126467743926149,2.8265413969394335,3.262693234621512
220,-0.83518527382494,0.6627176427859862,0.7311330244215728,0.3966049518360255,3.8831416269048677,5.672420838514379
230,-0.8553718855110782,0.653904478033668,0.7245258855961458,-5.053377357203703,0.1301852575320535,3.123514580093859
240,-0.8288646844425727,0.656528179536336,0.7407318020722693,-8.480627631357846,-0.9119328343907881,3.5536079270688803
250,-0.8854271734556902,0.6773995264919246,0.7559212076784204,7.4835877487517575,-20.944286808899793,10.271444314069388
260,-0.8259565972131089,0.7433856826769497,0.8451497148163696,12.218929913177075,-33.45862012717137,14.752877206490584
270,-0.843055495145201,0.6881431786789585,0.7760046956887554,8.925327536539996,-41.86078696055402,13.429491428858809
280,-0.8163443083276889,0.7094407540129404,0.7442372627714097,10.0976057003129,-42.94339931571351,17.036258351954988
290,-0.8089628275765156,0.7237468876718997,0.7135852788214234,5.695300626176127,-43.96796676154085,18.303771183790662
300,-0.7069527254121835,0.7148154379971808,0.697399061603791,-2.399476180947863,-37.80772630436277,15.300041023985887
