time_ms,ax,ay,az,gx,gy,gz
0,-0.8946349679445242,1.1527483159414427,0.5586957926416277,-1.6536508256853675,-1.467895821600659,-1.5227005804544231
10,-0.8890244266526547,1.1535300129088202,0.5543015703053171,-0.3996079983616311,-0.2535158208942026,-0.44682098540715703
20,-0.8665595618738481,1.176841119696454,0.577228810728683,-1.2872985396723573,-1.1361607480161284,-1.6239835133238025
30,-0.8590179722098654,1.1869051384996754,0.5858286225624252,-1.1341032738295223,-1.0105874421827281,-1.2991097153879085
40,-0.8817135949426935,1.1614229324491874,0.5659254301385722,-2.2283600663164345,-2.0059735709933233,-2.210464284187672
50,-0.8791486500798706,1.1588720746232353,0.569221650101661,1.4084988784600272,1.7928730544817866,1.429829392451596
60,-0.8451867191507718,1.1939682767682067,0.5985168741203917,-1.0700181554034274,-0.6793242500834772,-0.9728597595810635
70,-0.8693431464966318,1.1764218140914695,0.5769471663240808,0.4603676852684254,0.7157033002454964,0.8093559100333387
80,-0.8812224271963295,1.1643094953209592,0.5706820722791789,-2.9578941807024357,-2.8396183591842616,-2.6799256305733055
90,-0.8824827660817496,1.1659367838810355,0.5616165951664474,-2.1246558146063546,-2.5740712101021064,-2.7174074693442565
100,-0.9091297183593104,1.1357794714934402,0.5338207798519786,0.9251684696649597,0.5580487798113705,-0.12031790328618097
110,-0.8775099667384431,1.1700955163903128,0.5678354911143393,-1.760010665592138,-2.7520563768471877,-3.2004777675258476
120,-0.8920377776717132,1.1604461136475097,0.5599555876064949,-1.5637359826985362,-3.3427362673697014,-3.7147075772637828
130,-0.9009133210095047,1.150222110349222,0.5595154088036536,-1.8954404760231776,-3.881734944886121,-5.2644395442119745
140,-0.8754152139368325,1.1766169927292323,0.5853535203676206,-0.33299058826625894,-3.056300438702859,-5.50263413565872
150,-0.8697629712774128,1.2113614509108097,0.6119649067558167,-0.5030742967069064,-3.8321929068785967,-7.552580328713773
160,-0.896359630297185,1.1713623415914616,0.6766027305050578,12.586097949048002,-3.5890226163713166,-10.509486923393336
170,-0.8825601759731793,1.5398097688172916,1.0259728392072582,7.268644502212516,-9.837424500650663,15.073602937777466
180,-0.9595566657569043,1.309919133428044,1.0935864506074842,1.6592830148847633,-60.395934388364026,51.3993481848013
190,-0.8556831388855435,0.90162607197581,0.8969710497568307,2.229975529372315,-105.98909237273186,60.500857686072905
200,-0.5547458866440941,0.7692486676546008,0.6649462820198424,4.447414191962121,-109.08667770249379,34.05729228713367
210,-0.28184916466268767,0.7730606130308222,0.5812240780683922,4.817676098619572,-89.6718317476704,3.48890774365637
220,-0.013536966115471132,0.7989392165993612,0.22419360387936646,4.2732589083795895,-55.79504023570236,-34.29660925944867
230,-0.2764932704029513,1.032400690733277,0.31233033991074155,14.01647621009657,-7.61759363629799,-43.87392440121734
240,-0.36166215164061144,1.3133350722848907,0.16047602579027023,-11.692428446651622,13.002601815447541,-69.88927387276337
250,-0.5106181674687528,1.4801870044645384,-0.028285726102499277,-44.14258646140042,9.007607022030848,-32.88510447002784
260,-0.662231485898665,1.5692136888060975,-0.12609231552127578,-83.25591907118316,14.615807570431093,6.576200180981541
270,-0.7558970538860894,1.58779998277232,-0.035534495346272614,-92.74406687420246,40.663286182601894,31.550729250945643
280,-1.1162990141174198,1.2169010594000682,0.13524193963033668,-52.70591857043415,64.29955164484876,66.54714036969571
290,-1.4380887658080654,0.8588456276406962,1.084075657682693,-50.2653645612896,79.4692238681131,69.0769959991542
300,-2.374344712340464,-0.6861092814376956,1.8805672470907704,-41.81714204954088,85.7065790157392,53.828145227489536
310,-0.8225890160091173,0.6367871570861023,0.38200349008705164,-24.048507066549263,100.3234661378707,97.95557105691175
320,-0.6038912343286078,0.8124618296981951,0.451712749441207,29.432245307414775,79.73295634787874,62.82279168061817
330,-0.8968094074202979,0.8936442090872317,1.4599456944812175,75.56821352181416,47.56758512938574,17.2419973835895
