time_ms,ax,ay,az,gx,gy,gz
40,-0.0003,0.0524,0.9511,-0.3832,0.8251,0.2494
52,0.0063,0.0512,0.9482,0.1664,0.6877,-0.2849
64,0.0046,0.0417,0.9524,-0.2152,0.535,0.0662
76,0.0038,0.0502,0.948,-0.3526,0.6419,-0.1017
88,0.0051,0.0488,0.9575,-1.2381,0.0159,-1.0636
101,0.0031,0.0466,0.9516,-2.4442,-0.2894,-1.0941
142,0.0019,0.0505,0.9509,-0.6274,0.2908,0.0204
154,0.0063,0.0461,0.9499,0.2428,0.7793,0.3257
166,0.0065,0.05,0.9538,0.3496,0.4282,0.4021
178,0.0038,0.0549,0.9494,-0.8259,0.3671,0.0204
190,0.0038,0.0478,0.9499,-0.9633,-0.0909,-0.8651
202,0.0004,0.0544,0.948,-1.4977,-0.8085,-1.5674
244,0.0021,0.0468,0.9548,0.6092,0.2908,1.8983
257,0.0002,0.0502,0.9538,0.8993,1.1152,1.5471
268,0.0063,0.0568,0.9485,-0.3526,0.7793,-0.1017
280,0.0034,0.0532,0.9426,-2.7038,-0.3047,-1.7201
293,0.0046,0.0495,0.9529,-2.6733,-1.0986,-1.1399
305,0.0036,0.0439,0.9524,-0.9023,-1.0833,-0.0865
346,0.0016,0.0542,0.9453,0.2733,-0.7016,1.1654
358,-0.0057,0.0561,0.9533,-2.5053,-1.297,0.341
371,-0.0001,0.0454,0.9458,-4.49,-2.0757,5.028
382,-0.035,0.0883,0.947,-11.1007,-4.4879,4.5242
394,0.0097,0.0676,0.9636,-21.4061,-7.6482,3.5471
406,0.0046,0.1384,0.9897,-23.9404,-7.6787,0.1883
449,-0.0591,0.122,1.4919,-49.1923,-173.954,106.677
461,0.624,-0.2967,0.8381,106.411,-162.015,122.173
473,0.8337,-0.1658,0.8984,70.3191,-126.961,76.4173
484,0.7758,0.0854,0.5439,70.2886,-81.6787,51.4555
497,0.7888,-0.042,0.3293,48.7771,-6.3657,23.7761
509,0.4511,-0.3816,0.4529,-14.7801,55.5427,-29.0178
551,-1.0989,1.7313,2.7023,-10.887,-41.7092,41.028
562,-0.1732,-0.7745,1.0364,107.281,40.4282,31.8983
575,0.1301,0.1467,1.2658,47.9832,21.9549,-12.0101
587,0.0866,0.1543,1.0512,16.1817,12.7946,1.7914
598,-0.0699,0.1938,1.2649,-6.6427,0.3366,-1.8117
610,0.1274,0.1584,1.1618,-9.2229,-18.5489,-13.8575
653,-0.4146,-0.3094,0.4739,84.4871,-75.7551,-44.2391
664,-0.1185,-0.3101,1.8066,139.479,-20.8085,5.2112
676,-0.3079,1.125,-1.2842,138.258,-24.778,5.9441
689,-0.1028,0.4775,0.7082,56.0138,19.6037,11.3944
701,-0.0418,0.121,1.312,92.4565,-0.7169,-0.9567
713,0.0226,-0.0154,0.9433,43.1893,12.5808,9.3944
755,-0.0474,0.0847,0.916,-148.734,-29.7551,-33.659
767,-0.1512,-0.0892,0.446,-82.4442,10.3976,-50.8956
779,-0.1177,0.1379,0.686,-74.3984,24.1839,-37.4147
791,-0.0399,0.0764,0.0185,36.0138,47.8785,-3.7353
802,-0.1461,-0.147,-0.2686,4.5481,65.1915,15.7914
814,0.0554,0.0988,0.6638,3.4184,76.9472,28.3257
856,0.0859,0.2653,0.1819,-14.9939,70.3518,29.3334
869,0.0446,0.2326,1.467,-11.7267,49.8327,30.2494
881,-0.0904,-0.1917,1.655,5.8153,39.5427,22.341
893,0.3893,0.4606,0.8833,-32.658,43.5732,10.2647
904,0.0585,0.0527,1.1452,-31.8336,-11.9535,-14.0254
917,0.1682,0.4421,0.6448,-40.7801,24.7793,1.9746
959,0.0622,-0.0838,0.7641,-29.7572,10.8404,4.2036
970,-0.4127,-0.7217,1.0119,-75.803,16.2755,-8.117
983,0.0256,-0.1636,0.8554,-7.8641,-4.0909,1.1196
995,-0.126,-0.209,0.9245,-7.1007,6.7946,-1.4911
1007,-0.0079,-0.0484,0.9585,14.5023,2.3518,14.9517
1019,0.0234,-0.0203,0.9624,35.1893,3.5732,34.6311
1060,-0.0369,0.2297,0.7505,100.914,19.0846,13.8677
1073,0.2062,-0.241,1.3474,51.968,-4.0146,-49.6437
1085,-0.2156,-0.2937,1.709,30.6092,-20.1825,-63.4605
1097,0.069,-0.0965,0.9741,80.2428,-5.3123,-23.4911
1109,0.0366,0.6667,0.5906,57.9527,-6.1215,-28.2849
1121,-0.2342,-0.1768,1.0249,23.8,0.4282,-17.7506
1163,0.0182,0.0891,0.9233,-6.1236,-4.3199,-21.9491
1175,0.0065,0.0429,0.9407,-10.1847,-7.1138,-12.9262
1186,0.0048,0.0756,0.9299,-8.2,-7.8467,-2.6514
1198,0.0197,0.0964,0.9157,-10.7954,-6.5031,-0.1017
1211,0.0102,0.0651,0.9448,-7.8946,-6.381,-2.2086
1223,0.0239,0.0905,0.9211,-7.3908,-2.0604,-1.201
1264,0.0065,0.0571,0.9331,1.6016,2.0159,2.3563
1276,-0.002,0.0493,0.9365,1.7695,2.1228,4.6922
1288,-0.0018,0.0546,0.9426,2.3649,2.535,6.799
1301,-0.001,0.0593,0.9397,2.4718,2.3976,6.4326
1312,0.0063,0.0573,0.9382,1.6321,1.6648,5.2112
1324,0.0031,0.0634,0.9372,2.0901,1.5732,4.4937
1366,0.0129,0.0747,0.9411,-0.49,-1.6482,3.257
1379,0.0146,0.0751,0.9455,-0.8565,-1.5566,2.3868
1390,0.0051,0.0839,0.9436,-1.0549,-1.1902,0.5547
1402,0.0131,0.0786,0.9497,-1.1007,-1.007,-0.4376
1414,0.0109,0.073,0.9436,-1.8336,-2.0909,-0.8804
1427,0.008,0.072,0.9419,-1.4824,-1.6329,0.8906
1468,0.0082,0.0725,0.9431,1.0061,1.5274,1.3639
1480,0.0102,0.0673,0.937,1.4489,1.8633,1.5166
1492,0.008,0.0693,0.9355,0.9451,1.9243,2.57
1504,0.0046,0.0681,0.9385,0.5634,1.9854,2.8601
1516,0.0026,0.0659,0.9397,1.8153,2.7182,3.3486
1528,0.0095,0.0686,0.936,2.4871,2.9778,4.4021
1570,0.0104,0.0747,0.9321,-0.261,-0.2283,-0.6361
1582,0.0075,0.0822,0.9446,-0.0015,0.4282,-0.3613
1594,0.0146,0.0788,0.9419,-0.3068,0.6266,-1.3994
1606,0.0099,0.0825,0.9404,-0.7191,-0.3047,-1.2162
1618,0.0178,0.0817,0.9389,-1.1007,-0.6711,-1.3842
1630,0.0114,0.0835,0.9414,-1.3297,-0.6558,-1.9949
1673,0.0119,0.0737,0.9414,-2.3679,-2.2283,-1.9491
1684,0.008,0.0734,0.9404,-2.5053,-2.2589,-2.2697
1696,0.0099,0.07,0.9402,-1.6962,-2.0909,-1.3842
1708,0.0109,0.0727,0.9311,-1.4977,-1.7856,-0.8651
1720,0.0119,0.07,0.9377,-1.0397,-1.5108,-0.7735
1732,0.0109,0.0681,0.9377,-0.7801,-0.9306,-0.6666
1774,0.0038,0.0708,0.938,-0.0931,0.6572,-0.1933
1786,0.0112,0.07,0.9309,0.2886,0.9014,0.1578
1798,0.0051,0.0705,0.9333,-0.1847,0.6266,-0.117
1811,0.0121,0.0739,0.938,-0.3374,0.2602,0.3257
1822,0.0095,0.0776,0.9333,-0.3526,-0.1215,0.9059
1834,0.0124,0.0742,0.9411,-0.8565,-0.4726,0.8143
1877,0.0099,0.0747,0.9428,-0.5358,-0.5489,0.3105
1888,0.0097,0.0749,0.9407,0.3955,0.2755,0.6922
1901,0.0102,0.0751,0.9463,0.9756,0.6572,1.3944
1912,0.0117,0.082,0.9438,1.0061,0.6266,1.3181
1925,0.0126,0.0771,0.9355,0.5329,0.3976,1.0433
1936,0.0056,0.0856,0.9348,-0.2152,-0.1673,0.0357
1978,0.0102,0.0708,0.9402,-1.7572,-1.3886,-2.0865
1991,0.0112,0.0712,0.9394,-1.7725,-1.236,-0.743
2002,0.0109,0.072,0.9343,-1.6656,-1.465,-1.0025
2015,0.0097,0.0793,0.9382,-1.6351,-1.236,-0.7888
2027,0.0117,0.092,0.9223,-2.5358,-1.2207,-1.3536
2039,0.0085,0.0786,0.9387,-2.261,-2.1673,-3.2315
2081,0.0143,0.0693,0.9472,-0.7496,-1.2207,-1.2162
2092,0.0063,0.0695,0.9448,-0.3984,-0.3657,0.9212
2104,0.0109,0.0698,0.9431,0.1664,0.0617,0.799
2116,0.0136,0.0778,0.9443,0.3955,0.0007,0.0509
2128,0.0134,0.0764,0.935,0.258,0.1228,-0.7277
2140,0.0131,0.0734,0.947,0.2733,0.245,-1.4911
2182,0.0131,0.0769,0.938,0.4871,0.7488,1.7151
2194,0.0107,0.0771,0.9392,-0.2916,0.2602,1.1044
2206,0.0141,0.0761,0.9438,-0.0931,0.7488,0.9517
2218,0.0121,0.0722,0.9394,-0.261,0.5961,0.6464
2230,0.006,0.0727,0.9387,0.655,1.4816,1.7609
