time_ms,ax,ay,az,gx,gy,gz
10,-0.6286,0.4519,0.7368,0.2455,0.6622,0.9147
22,-0.6244,0.4541,0.7324,-0.64,0.8302,0.3346
63,-0.6256,0.4487,0.7317,-0.3347,-0.6965,0.3804
76,-0.6305,0.4517,0.7378,0.6271,-0.3912,1.3575
89,-0.6315,0.4546,0.73,0.8409,0.1431,1.7239
102,-0.6291,0.4573,0.7302,0.5355,-0.1164,1.5102
115,-0.6315,0.4585,0.731,-0.808,-0.2843,0.7468
128,-0.6264,0.4602,0.7363,-1.5866,-1.2156,-0.1845
169,-0.623,0.4514,0.7292,0.0623,-0.3759,0.5636
182,-0.6264,0.4548,0.7292,0.3523,0.3722,1.3728
195,-0.6296,0.4521,0.7402,0.2607,0.6317,1.5254
208,-0.6303,0.4512,0.7388,0.4439,0.6164,0.8995
220,-0.6266,0.4536,0.7332,0.8409,0.0515,0.5025
232,-0.6313,0.4558,0.7317,0.2607,-0.3301,-0.1082
274,-0.6274,0.4548,0.7346,-1.1133,-0.3454,-0.4898
287,-0.6252,0.4487,0.7378,-0.6553,-0.7882,-0.2456
298,-0.6232,0.4514,0.7363,-0.1515,-1.3378,-0.5814
311,-0.623,0.4541,0.7368,-0.7316,-0.9103,-0.902
323,-0.6237,0.4536,0.7354,-1.495,-0.5439,-1.6349
337,-0.6261,0.4519,0.7324,-1.495,0.3111,-1.1158
377,-0.6281,0.4521,0.7361,1.1004,0.9218,0.5331
390,-0.6283,0.4507,0.741,1.3447,0.708,0.1819
403,-0.6274,0.457,0.7354,1.1462,0.6012,-0.4135
416,-0.6349,0.4546,0.7385,1.589,1.0592,0.2277
429,-0.6379,0.4507,0.748,3.0241,1.2729,1.2964
442,-0.6505,0.4597,0.75,-2.8385,1.1355,2.6247
483,-0.8175,0.5469,0.9287,4.4897,-5.7194,16.2277
496,-0.7582,0.4419,0.8403,18.5508,-37.8721,17.3422
510,-0.623,0.4651,0.7258,32.1539,-34.2538,24.7468
523,-0.5917,0.6296,0.7764,31.3142,-36.1927,37.4949
536,-0.5082,0.5168,0.7244,20.1691,-29.3683,38.8231
549,-0.5336,0.5793,0.7895,8.047,-29.2767,32.701
590,-0.4587,0.5413,0.7554,-14.2584,-10.834,15.1285
603,-0.5046,0.5393,0.8047,-17.2355,-5.1088,14.2277
616,-0.5509,0.5298,0.8174,-20.2431,-5.063,18.0751
628,-0.5995,0.4753,0.8674,-15.4339,-5.5362,16.1056
641,-0.61,0.5381,0.8406,-12.4416,-7.5515,16.5636
654,-0.5812,0.6016,0.866,-13.4187,-6.5897,19.1132
695,-0.571,0.4673,0.8159,-23.724,-5.6126,6.7163
708,-0.59,0.501,0.8193,-22.3958,-5.979,6.4567
721,-0.6315,0.5256,0.8354,-17.5408,-8.3607,9.0827
735,-0.62,0.5496,0.8164,-12.9301,-9.7805,14.2583
748,-0.5907,0.5718,0.7996,-14.5179,-8.4828,16.9147
761,-0.5714,0.5566,0.8091,-19.9683,-7.0172,17.2506
801,-0.549,0.4665,0.7041,-25.953,0.5859,8.1361
815,-0.5507,0.4351,0.7043,-23.0217,5.3798,6.4873
828,-0.5373,0.3962,0.6975,-19.5255,8.4943,3.4338
840,-0.54,0.3186,0.6921,-19.8461,11.7157,-5.1311
853,-0.6913,0.314,0.7915,-24.64,7.6699,-18.5051
866,-0.7277,0.324,0.7556,-16.579,0.1584,-26.1845
907,-0.6371,0.417,0.7065,-1.5713,8.479,-18.4746
920,-0.6662,0.4436,0.748,-0.2278,9.7767,-19.4059
933,-0.6955,0.5127,0.771,2.1997,7.7767,-18.6272
