time_ms,ax,ay,az,gx,gy,gz
12,-0.6501,0.4714,0.6892,0.5966,-0.5286,0.7621
25,-0.654,0.4768,0.6887,1.6958,-0.3454,1.2354
37,-0.6501,0.4756,0.6926,0.963,0.0515,0.3193
50,-0.6464,0.4797,0.6875,0.1997,0.2042,-0.2456
91,-0.6525,0.4746,0.6904,-0.6858,0.0668,0.1667
104,-0.6547,0.4763,0.6938,-0.1667,-0.1469,0.1514
116,-0.6532,0.4744,0.689,-0.1362,-0.1775,0.1972
130,-0.6527,0.4727,0.6848,0.3829,-0.2233,0.2735
142,-0.6513,0.4792,0.6953,0.9936,0.2958,0.4873
154,-0.6501,0.4827,0.6853,-0.182,0.0668,-0.5204
194,-0.6569,0.4736,0.6946,-0.2431,0.0363,0.2583
207,-0.6503,0.4697,0.6895,0.3218,-0.0401,0.6247
220,-0.6547,0.4749,0.6873,0.9783,-0.208,0.3499
232,-0.6535,0.479,0.6953,0.5508,-0.0095,-0.1998
243,-0.6567,0.4819,0.6858,-0.8232,0.3722,-1.1769
257,-0.654,0.4758,0.6851,-1.4797,0.2958,-1.1158
297,-0.6601,0.4717,0.6929,1.2836,0.9828,0.93
310,-0.6569,0.4707,0.697,0.8256,1.3645,0.5636
323,-0.6508,0.477,0.6924,1.7722,0.6775,0.93
337,-0.6657,0.4717,0.6985,0.9325,0.4638,2.6094
350,-0.6811,0.4756,0.7031,-1.3729,0.4027,3.6323
363,-0.7167,0.4805,0.7258,-7.1438,-1.6584,4.4415
404,-0.7194,0.467,0.675,6.1997,-44.834,17.3117
417,-0.4616,0.5212,0.5342,6.9936,-31.9332,19.5407
430,-0.4777,0.6509,0.5454,-7.9683,-11.5515,15.5102
443,-0.5417,0.7012,0.6135,-23.8461,-3.7347,18.1972
456,-0.6852,0.6189,0.6731,-31.7851,2.4332,21.8918
469,-0.6657,0.5474,0.731,-28.7011,4.8607,21.8002
510,-0.4884,0.4639,0.5693,-32.7316,33.8836,21.4644
523,-0.4826,0.4431,0.552,-34.6095,50.9828,22.2277
536,-0.5339,0.436,0.6155,-37.2049,63.2729,17.6018
549,-0.5575,0.385,0.6707,-34.3194,67.4103,11.4033
562,-0.6269,0.4192,0.489,11.818,-12.9103,-27.3143
575,-0.7724,0.3916,0.7246,15.7416,6.1279,-5.299
616,-0.6652,0.4375,0.7278,40.9936,1.4561,16.9453
629,-1.109,0.9551,0.3511,61.589,-12.2385,-0.7036
642,-0.0326,-0.4277,0.9553,-30.64,-35.8874,-69.0395
655,-1.1291,0.4028,0.2356,42.1233,-43.0782,-68.215
668,-0.4662,0.0742,0.8081,33.2836,-41.4599,-70.2761
681,-0.1535,0.4648,0.7283,24.8409,-39.5057,-46.841
722,-0.778,0.7253,0.5413,-2.3042,-24.4217,-28.5356
735,-0.8605,0.551,0.5107,13.7111,-10.5897,-21.2074
748,-0.7448,0.6267,0.5811,-20.9759,-6.1011,-27.3448
761,-0.6652,0.4192,0.7727,-13.3423,-3.7653,-19.5127
774,-0.6535,0.4111,0.6589,-15.0522,-3.8416,-13.4975
786,-0.6352,0.4224,0.7026,-14.7622,-7.6278,-6.1998
828,-0.7885,0.3457,0.5366,8.1233,20.7691,-5.2074
841,-0.7746,0.5247,0.5046,7.3142,39.9752,13.9376
853,-0.5776,0.2913,0.7529,33.4974,63.6851,22.3041
867,-0.5727,0.3201,0.6829,31.4363,51.9294,36.8537
880,-0.6508,0.6167,0.928,36.5508,46.8149,39.6781
893,-0.6313,0.6426,-0.0945,30.1386,45.3493,34.5636
934,-0.5573,0.4895,0.8237,8.7951,23.4714,15.9987
947,-0.6867,0.4348,0.6895,-8.6095,8.2653,5.7697
960,-0.5644,0.3972,0.9216,-3.3118,5.5783,7.1743
973,-0.6576,0.4294,0.6877,12.4287,2.8149,8.5025
985,-0.7021,0.5051,0.6882,6.1691,5.3645,14.8079
998,-0.6964,0.4788,0.6914,2.734,4.0973,22.8079
1040,-0.7897,0.4895,0.7979,20.963,-73.3836,15.6781
1053,-0.5871,0.5688,0.6436,42.9783,-71.8416,15.8613
1066,-0.474,0.6677,0.4985,19.2684,-55.4294,6.3957
1079,-0.4435,0.762,0.49,-7.724,-30.5439,0.6552
1092,-0.4079,0.77,0.5447,-26.5942,-6.3149,3.388
1105,-0.433,0.6538,0.5479,-50.0751,16.479,0.4415
1146,-0.9352,0.0693,0.7349,-38.808,4.708,-55.1921
1159,-0.6903,0.231,0.5745,14.5508,5.5477,-2.8868
1171,-0.6237,0.2844,0.6968,43.2073,4.2806,29.0064
1184,-0.6015,-0.1287,0.5752,41.8333,14.8149,2.1819
1198,-0.3632,-0.4793,0.105,46.4897,16.4332,-14.2761
1211,-0.9135,0.7346,1.1306,72.5355,-2.437,8.472
1252,-0.6249,0.5967,0.7134,-19.266,-3.124,-18.1845
1265,-0.6462,0.5124,0.7117,-20.9454,1.9141,-31.1921
1278,-0.6515,0.4207,0.6916,-16.2431,1.6699,-24.0776
1291,-0.6518,0.4192,0.6792,-2.2736,2.2653,-7.8181
1304,-0.6589,0.439,0.6785,3.8638,0.6622,5.9682
1316,-0.6571,0.4736,0.6938,0.3065,-1.9943,8.8537
1358,-0.6486,0.4717,0.6899,-6.2736,-0.437,-8.1234
1370,-0.6525,0.449,0.6873,-1.6629,-0.3149,-4.2761
1383,-0.6537,0.457,0.6902,1.36,-0.437,1.2201
1396,-0.6476,0.4626,0.6938,2.4134,-0.2843,4.1819
1409,-0.6535,0.4758,0.6936,2.8714,-0.1622,3.8155
1422,-0.6567,0.4773,0.688,0.4897,0.0057,0.7621
1463,-0.6559,0.4668,0.6838,1.1615,1.1508,-0.4288
1476,-0.6518,0.4673,0.6873,-1.037,0.0668,0.7163
1490,-0.6547,0.4695,0.6956,-3.5561,-0.4523,0.2125
1503,-0.6527,0.4678,0.6951,-2.5179,-0.0401,0.0293
1516,-0.6503,0.4692,0.6916,-2.5637,-0.1469,-0.8868
1528,-0.6547,0.4663,0.686,-1.6629,0.2653,-1.1463
1570,-0.6525,0.4683,0.6826,0.3065,-0.3149,1.9376
1582,-0.6501,0.4707,0.6907,-1.953,-0.2843,1.3117
1595,-0.6547,0.4661,0.6946,-0.9606,-0.2691,1.3728
1608,-0.6537,0.47,0.6943,-0.8385,0.2806,0.0751
1621,-0.6552,0.4709,0.6912,-0.808,-0.2233,-0.3982
1633,-0.6537,0.4641,0.6914,0.1691,0.2806,-0.3219
1674,-0.654,0.468,0.6995,-0.7774,0.0515,1.1743
1687,-0.6523,0.4683,0.689,-2.3347,-0.437,-0.0471
1700,-0.654,0.467,0.6877,-1.7698,-0.1622,-0.4288
1712,-0.6505,0.4622,0.6902,-0.2126,-0.0706,-0.215
1724,-0.6523,0.4629,0.6943,0.6424,0.1431,0.6094
1737,-0.6537,0.4697,0.6921,0.9478,0.0973,0.243
1777,-0.652,0.4697,0.6873,0.963,-0.0095,0.0293
1791,-0.6537,0.4734,0.686,-0.7622,0.1279,-1.3601
1804,-0.6525,0.4675,0.6907,-0.7316,0.3264,-1.2532
1817,-0.6537,0.4617,0.6873,0.4439,0.0668,-0.2761
1828,-0.6537,0.4663,0.6956,1.131,0.2958,1.2201
1842,-0.6488,0.4683,0.6914,1.0546,-0.1775,2.2125
1882,-0.6537,0.478,0.6943,-1.0217,0.4485,-1.9402
1896,-0.6574,0.4651,0.6887,-0.8385,0.2042,-2.5204
1909,-0.6547,0.46,0.6914,-0.1057,0.6622,-1.5585
1922,-0.6545,0.4646,0.6953,1.4516,0.4485,0.8231
1935,-0.654,0.4656,0.6924,1.6958,0.2653,2.2583
1947,-0.651,0.47,0.6938,1.589,0.1889,2.2735
1989,-0.6567,0.4717,0.687,-0.3652,0.4485,-1.6196
2002,-0.653,0.4695,0.6887,-0.6858,0.2653,-0.8868
2014,-0.6505,0.4683,0.6953,0.4897,0.0515,0.7926
2027,-0.651,0.4678,0.6916,-0.579,-0.3149,1.327
2040,-0.6527,0.4719,0.6936,-0.2889,-0.2385,1.0674
2053,-0.653,0.4756,0.6921,-0.8385,0.2195,-0.0471
2093,-0.6491,0.4707,0.6921,1.421,0.8454,0.9605
