time_ms,ax,ay,az,gx,gy,gz
13,-0.6678,0.8504,0.7257,-3.5477,-0.3461,-1.0136
26,-0.6825,0.8492,0.7348,-3.7462,0.4631,-1.4563
67,-0.6686,0.846,0.7309,0.5439,-0.3461,0.9253
80,-0.6837,0.8489,0.737,-0.6775,0.0508,0.5589
92,-0.6857,0.8431,0.7333,-1.3187,0.2493,0.1467
105,-0.6717,0.8475,0.7299,-0.876,0.0966,-0.1586
117,-0.6725,0.8426,0.7299,-1.4714,-0.3614,-0.7082
130,-0.681,0.8499,0.7323,-1.4561,0.234,-0.8762
171,-0.6791,0.8462,0.7301,-2.0515,0.173,-1.1052
184,-0.6773,0.8311,0.7309,-0.7996,-0.0102,0.6047
197,-0.6781,0.8392,0.7316,1.979,0.2188,2.3605
210,-0.6791,0.8548,0.7304,2.1775,0.5699,1.8872
223,-0.6742,0.855,0.7331,1.7042,0.3562,-0.1281
236,-0.6783,0.8536,0.7333,-3.105,0.2798,-2.067
278,-0.6739,0.846,0.7348,-2.7996,-0.056,-1.5174
290,-0.683,0.8428,0.7309,-3.334,-0.0102,-0.9373
303,-0.6737,0.8365,0.7306,-1.6699,0.7226,0.0704
316,-0.6747,0.8438,0.7326,-1.2882,0.7531,0.4673
329,-0.6832,0.8367,0.7299,0.4065,0.0966,1.3834
342,-0.6827,0.8404,0.735,3.8874,-0.3003,3.7345
383,-0.8175,0.7696,0.8842,35.4294,-20.5293,34.1467
396,-0.8419,0.7349,0.9743,38.3454,-48.2392,27.8872
409,-0.6805,0.8479,1.2072,31.5362,-67.3385,27.1696
422,-0.4332,0.7974,0.9882,22.437,-73.2316,20.4673
435,-0.4779,0.8089,0.9606,-3.1508,-90.3919,-2.754
448,-0.42,0.8223,0.7282,-3.1202,-91.2011,-21.2731
489,-0.607,0.8694,0.7736,-100.296,-38.8041,-53.8991
502,-0.6122,0.7281,0.8102,-84.0821,-32.8957,-57.8075
515,-0.5897,0.6858,0.7751,-58.3264,-22.6515,-59.8075
528,-0.5777,0.7222,0.7292,-32.0057,-11.2621,-58.9373
541,-0.5365,0.7422,0.6994,-39.3035,3.3638,-62.525
555,-0.5372,0.7232,0.7355,-22.647,17.1959,-58.2044
595,-0.8136,0.7708,0.9933,0.0706,3.9287,-29.5174
608,-0.7181,0.9466,0.7443,-3.0897,4.4173,-31.7922
621,-0.6752,0.8985,0.9098,-31.9141,2.0661,-34.006
634,-0.6813,0.9363,0.7555,-41.6546,-1.598,-28.6319
648,-0.6515,0.7376,0.8698,-69.7309,-9.3995,-32.0212
661,-0.5362,1.0894,1.2428,-40.0363,-20.1934,-13.4563
701,-0.4708,0.7549,0.4948,-3.9447,-17.3843,36.2841
714,-0.6048,0.616,0.8546,-25.3035,-14.056,38.9406
728,-0.6505,0.6995,1.0956,-57.8836,-13.4453,31.536
741,-0.9195,-0.1071,0.9086,-78.7844,-1.598,21.8108
753,-0.6727,1.0767,1.1508,-51.1355,0.0203,57.9482
766,-0.7259,1.3785,0.5397,-50.9065,4.1577,77.5513
808,-0.8492,-0.2238,0.9093,19.0324,78.6157,88.6505
821,-0.9005,0.2107,0.3803,-9.5172,82.8295,45.536
833,-0.6586,0.0467,1.1918,-26.5248,80.8295,23.3834
846,-0.546,-0.5844,0.9792,-28.3569,82.8142,6.0246
859,-0.5033,0.1746,1.1803,76.2233,66.8295,-5.2731
873,-0.901,-0.2397,2.3158,116.407,50.1882,-13.8227
913,-0.3436,0.6714,0.2306,153.674,7.1043,-50.8456
926,0.0375,1.2017,0.4323,64.4217,2.0356,-32.0823
939,-0.7342,1.2593,0.2104,103.2,3.4249,-6.8762
953,-0.5607,1.0108,0.6435,-4.1737,0.1882,-18.235
965,-0.6642,1.3853,0.9665,20.4065,-2.0408,9.8414
978,-0.6505,1.1807,0.7641,42.2843,3.4402,13.5055
1020,-0.68,0.8335,0.7133,-16.3416,-2.4988,-20.6624
1032,-0.6791,0.8069,0.716,-12.1737,-2.4224,-15.6701
1045,-0.6915,0.8013,0.7301,-7.3798,-1.9797,-7.5327
1058,-0.6871,0.8025,0.727,-1.1508,-1.0331,1.0322
1071,-0.6854,0.8147,0.7253,0.8187,0.6005,6.9101
1084,-0.6864,0.8257,0.7182,-1.334,0.631,7.8108
1125,-0.6866,0.8392,0.7204,0.437,-0.1782,3.2918
1138,-0.6805,0.8335,0.7231,0.7576,-0.3308,-0.1434
1150,-0.6749,0.8436,0.7196,-0.6012,0.234,-2.7846
1163,-0.6918,0.8269,0.7253,-1.6699,0.5089,-3.9144
1176,-0.6857,0.8201,0.7228,3.6431,0.8295,-1.4411
1189,-0.6788,0.8306,0.7152,3.4294,0.9974,0.0551
1230,-0.6878,0.8357,0.7213,1.8721,0.5547,5.7956
1243,-0.6825,0.8304,0.7179,2.5897,0.1119,5.0933
1256,-0.6859,0.8377,0.7194,2.3759,0.005,3.6124
1269,-0.6813,0.8487,0.7165,0.3149,0.2188,0.1773
